379,464,1
380,72,9
380,495,5
380,845,4
381,702,4
381,873,10
381,456,1
382,911,1
382,202,1
382,225,8
383,501,10
383,217,2
383,350,5
384,971,1
384,340,9
384,737,6
385,268,8
385,386,9
385,484,9
386,20,4
386,569,4
386,382,1
387,610,1
387,268,9
387,181,10
388,439,6
388,551,10
388,8,7
389,314,3
389,797,3
389,15,4
390,27,2
390,604,10
390,437,10
391,898,8
391,392,10
391,582,3
392,635,9
392,466,4
392,869,3
393,813,4
393,238,7
393,962,9
394,288,2
394,847,4
394,794,3
395,805,7
395,886,6
395,896,10
396,32,1
396,496,5
396,738,2
397,89,4
397,424,10
397,587,10
398,114,6
398,955,5
398,831,6
399,294,6
399,139,1
399,143,8
400,936,3
400,945,7
400,911,7
401,548,9
401,102,8
401,802,6
402,54,2
402,243,2
402,545,8
403,288,8
403,349,6
403,322,10
404,330,3
404,191,4
404,227,5
405,994,10
405,763,9
405,491,3
406,287,2
406,420,4
406,74,2
407,597,8
407,130,5
407,920,6
408,665,5
408,442,6
408,996,10
409,230,2
409,1,9
409,969,10
410,776,5
410,41,2
410,736,5
411,330,10
411,896,8
411,721,9
412,736,2
412,896,2
412,920,2
413,45,10
413,401,4
413,459,7
414,45,10
414,386,4
414,806,6
415,352,4
415,508,6
415,693,4
416,421,4
416,929,2
416,168,1
417,226,9
417,9,8
417,86,6
418,224,6
418,320,3
418,47,7
419,489,7
419,399,4
419,826,2
420,222,2
420,30,7
420,189,1
421,30,2
421,317,4
421,813,3
422,16,1
422,845,6
422,679,7
423,367,1
423,138,3
423,231,5
424,979,3
424,826,8
424,275,4
425,541,4
425,837,2
425,902,1
426,358,7
426,92,6
426,10,5
427,717,10
427,490,4
427,560,8
428,890,3
428,629,4
428,264,8
429,87,7
429,650,2
429,640,1
430,853,2
430,297,1
430,760,8
431,345,9
431,4,10
431,454,1
432,714,7
432,846,9
432,83,3
433,350,10
433,559,4
433,167,8
434,22,2
434,233,8
434,731,2
435,770,6
435,569,10
435,957,4
436,134,7
436,72,10
436,102,7
437,552,5
437,970,2
437,680,4
438,929,2
438,768,6
438,387,6
439,201,2
439,302,2
439,730,10
440,763,6
440,505,3
440,605,1
441,444,8
441,897,7
441,362,5
442,936,1
442,703,3
442,802,9
443,156,3
443,602,10
443,249,5
444,421,10
444,70,5
444,2,1
445,583,10
445,250,2
445,136,4
446,764,6
446,768,7
446,259,8
447,749,10
447,308,8
447,79,4
448,946,1
448,685,1
448,686,5
449,190,8
449,340,10
449,130,8
450,197,9
450,465,9
450,693,9
451,545,7
451,417,1
451,740,6
452,485,1
452,528,5
452,691,7
453,296,5
453,893,8
453,908,3
454,445,7
454,639,3
454,351,3
455,895,5
455,464,9
455,492,4
456,768,1
456,147,6
456,925,6
457,233,10
457,705,8
457,739,7
458,255,1
458,97,7
458,782,8
459,128,5
459,866,10
459,969,9
460,680,9
460,243,4
460,164,2
461,20,6
461,49,5
461,146,8
462,70,3
462,899,1
462,66,8
463,780,6
463,569,4
463,10,3
464,387,1
464,371,8
464,86,3
465,403,3
465,967,3
465,296,5
466,242,7
466,567,7
466,84,1
467,430,10
467,729,6
467,82,4
468,831,10
468,487,10
468,576,5
469,221,2
469,305,2
469,927,7
470,6,3
470,311,7
470,209,10
471,408,5
471,996,2
471,650,6
472,775,9
472,612,2
472,611,8
473,460,2
473,872,3
473,107,1
474,38,9
474,312,7
474,944,6
475,901,7
475,955,10
475,742,6
476,371,6
476,903,4
476,972,3
477,851,4
477,298,1
477,692,2
478,752,4
478,217,5
478,719,1
479,950,7
479,250,5
479,963,3
480,161,5
480,936,6
480,251,7
481,524,5
481,523,3
481,919,4
482,250,7
482,584,10
482,824,1
483,346,1
483,562,1
483,631,7
484,175,2
484,935,3
484,163,9
485,225,4
485,921,6
485,318,4
486,104,4
486,642,8
486,112,2
487,334,2
487,695,2
487,1000,8
488,688,5
488,674,10
488,516,3
489,437,9
489,826,2
489,361,2
490,964,8
490,204,8
490,664,4
491,449,8
491,704,9
491,252,3
492,599,5
492,485,7
492,423,5
493,788,6
493,384,3
493,854,8
494,548,4
494,239,7
494,409,4
495,295,7
495,73,7
495,333,7
496,196,6
496,210,3
496,757,1
497,384,10
497,604,2
497,419,7
498,851,1
498,469,8
498,563,2
499,34,8
499,103,4
499,273,5
